,index,0,bb,bt,tt
1096,2185,"we are fully focused on equality and believe deeply in diversity of age, disability, sex, sexual orientation, gender reassignment, maternity, marriage or civil partnership, religion, race and all the other fascinating characteristics that make us different.",0,0,0
1097,2888,"you’re the kind of person who wants to join a community of forward-thinking people, all personally and professionally invested in revolut’s mission.",0,0,0
1098,878,"if you’re looking to start your career in technology or business, we want to hear from you now!",0,0,0
1099,3010,such processing is legally permissible under art.,0,0,0
1100,2411,"of course, when working with hundreds of millions of data points, computer science and programming also play an essential role.",0,0,0
1101,336,"based on cambridge science park, this company know exactly how to look after their staff.",0,0,0
1102,3021,identify appropriate data sources to answer the question.,0,0,0
1103,195,"project management experience
prior experience in a strategic, quantitative or risk role is desirable
knowledge of programing languages is required (python, r, sql, scala)
knowledge of excel automation is extremely helpful (vba, macros)
knowledge of financial modeling
commercial mindset, with experience of either/or sales, research, consulting, buy-side or product management preferential
motivated, intelligent, curious, hard-working, team playerjob title: data scientist
location: london

data is energy: overview
edf trading is a data business too.",0,0,0
1104,927,“our team members work a variety of agile working patterns.,0,0,0
1105,1995,"also and when applicable, by ensuring adequate resources are in place and training is provided, fostering a compliance culture and optimising relations with regulators.",0,0,0
